"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVK","Slovak Republic","2016","2016",69.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVK","Slovak Republic","2017","2017",67.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVK","Slovak Republic","2018","2018",66.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2000","2000",77.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2001","2001",77.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2002","2002",78.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2003","2003",79.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2004","2004",78.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2005","2005",79.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2006","2006",78.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2007","2007",78.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2008","2008",77.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2009","2009",77.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2010","2010",75.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2011","2011",74.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2012","2012",75.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2013","2013",75.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2014","2014",75.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2015","2015",75.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2016","2016",76.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2017","2017",75.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ESP","Spain","2018","2018",76,"P","Provisional value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2000","2000",84.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2001","2001",84.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2002","2002",84.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2003","2003",85.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2004","2004",86.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2005","2005",86.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2006","2006",86.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2007","2007",85.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2008","2008",88.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2009","2009",87.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2010","2010",82.8,"B","Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2011","2011",84.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2012","2012",81.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2013","2013",82.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2014","2014",83.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2015","2015",83.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2016","2016",83.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2017","2017",82.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHE","Switzerland","2018","2018",81.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2000","2000",59.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2001","2001",59.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2002","2002",59.3,"B","Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2003","2003",60.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2004","2004",66,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2005","2005",65.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2006","2006",67.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2007","2007",64.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2008","2008",65.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2009","2009",65.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2010","2010",63.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2011","2011",64.8,"B","Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2012","2012",64.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2013","2013",65.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2014","2014",68,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2015","2015",68.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2016","2016",67.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2017","2017",67.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","TUR","Turkey","2018","2018",66.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2001","2001",83.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2002","2002",84.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2003","2003",84.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2004","2004",83.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2005","2005",83.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2006","2006",83.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2007","2007",83.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2008","2008",84.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2009","2009",84.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","GBR","United Kingdom","2010","2010",84.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2000","2000",63.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2001","2001",64.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2002","2002",65.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2003","2003",66.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2004","2004",66.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2005","2005",67.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2006","2006",67.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2007","2007",66.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2008","2008",66.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2009","2009",65.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2010","2010",64.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2011","2011",64.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2012","2012",63.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2013","2013",62.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2014","2014",62.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2015","2015",63.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2016","2016",64,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","USA","United States","2017","2017",64.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2000","2000",71,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2001","2001",71,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2002","2002",70.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2003","2003",70.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2004","2004",71.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2005","2005",71.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2006","2006",72.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2007","2007",74.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2008","2008",74.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2009","2009",76.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2010","2010",78.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2011","2011",78.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2012","2012",78.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2013","2013",78.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2014","2014",78.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2015","2015",78.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2016","2016",78.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2017","2017",79.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CHL","Chile","2018","2018",79.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2000","2000",66.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2001","2001",62.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2002","2002",64.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2003","2003",66.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2004","2004",68.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2005","2005",69.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2006","2006",71.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2007","2007",71.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2008","2008",70.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2009","2009",68.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2010","2010",70.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2011","2011",71,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2012","2012",69.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2013","2013",71.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2014","2014",70.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2015","2015",69.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2016","2016",70.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2017","2017",70.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","EST","Estonia","2018","2018",72.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2000","2000",94.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2001","2001",93.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2002","2002",93,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2003","2003",94.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2004","2004",93.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2005","2005",91.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2006","2006",95.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2007","2007",95.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2008","2008",96.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2009","2009",96.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2010","2010",97.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2011","2011",96.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2012","2012",96.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2013","2013",94.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2014","2014",93.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2015","2015",94.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2016","2016",94.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2017","2017",92.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","ISR","Israel","2018","2018",92.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2000","2000",70.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2001","2001",70.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2002","2002",69,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2003","2003",68.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2004","2004",73.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2005","2005",70.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2006","2006",71.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2007","2007",69.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2008","2008",71.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2009","2009",71.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2010","2010",69.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2011","2011",71,"B","Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2012","2012",72.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2013","2013",70.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2014","2014",70.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2015","2015",70.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2016","2016",70.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2017","2017",69.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","SVN","Slovenia","2018","2018",70.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2000","2000",16049.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2001","2001",15906.9,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2002","2002",15699.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2003","2003",16230,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2004","2004",16576.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2005","2005",16879.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2006","2006",17082.4,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2007","2007",17214.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2008","2008",17485.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2009","2009",17171.2,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2010","2010",17008,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2011","2011",16468.4,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2012","2012",16232.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2013","2013",16475.7,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2014","2014",16713.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2015","2015",16796.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2016","2016",16624.3,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2017","2017",16072.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","SVN","Slovenia","2018","2018",15925.3,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2000","2000",5075170,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2001","2001",5290024,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2002","2002",5508263,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2003","2003",5735088,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2004","2004",6440800,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2005","2005",6976938,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2006","2006",7688800,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2007","2007",8720289,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2008","2008",9684245,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2009","2009",9901660,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2010","2010",10528173,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2011","2011",11313264,"B","Break"
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2012","2012",11849456,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2013","2013",12239923,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2014","2014",12893503,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2015","2015",13386960,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2016","2016",13307392,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2017","2017",13561236,,
"HUTIINDI","Inpatient care discharges (all hospitals)","NOMBRENB","Number","TUR","Turkey","2018","2018",13503947,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2010","2010",6231256,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2011","2011",6734120,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2012","2012",6963927,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2013","2013",7291146,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2014","2014",7582295,"B","Break"
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2015","2015",7828971,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2016","2016",8249570,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2017","2017",8115329,,
"HUTICUDI","Curative care discharges","NOMBRENB","Number","KOR","Korea","2018","2018",8311864,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2000","2000",13978591,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2001","2001",13821507,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2002","2002",13612359,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2003","2003",13468220,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2004","2004",13306230,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2005","2005",13251054,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2006","2006",13072413,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2007","2007",12983402,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2008","2008",13090868,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2009","2009",12851727,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2010","2010",12801044,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2011","2011",12752281,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2012","2012",12708241,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2013","2013",12559888,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2014","2014",12644430,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2015","2015",12497108,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2016","2016",12581806,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2017","2017",12380653,,
"HUTIJOCS","Curative care bed-days","NOMBRENB","Number","BEL","Belgium","2018","2018",12361553,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2005","2005",8.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2006","2006",8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2007","2007",7.8,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2008","2008",7.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2009","2009",7.7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2010","2010",7.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2011","2011",7.4,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2012","2012",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2013","2013",7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2014","2014",6.9,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2015","2015",7.3,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2016","2016",7.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2017","2017",7,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","POL","Poland","2018","2018",7.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2000","2000",19947.5,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2005","2005",20275.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2007","2007",20035.8,"B","Break"
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2008","2008",19616.7,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2009","2009",19369.1,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2010","2010",19012.8,,
"HUTICUDI","Curative care discharges","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2011","2011",18578.8,,
